McGill Course,McGill Title,External Course,External Title,External Institution,Country,Status,Message
FACC300,Engineering Economy.,CV4252,Engineering Economics and Finance,Nanyang Technological University,Singapore,Expired,"AU shortfall: An additional course might be required to make up for the AU shortfall. This will be assessed at the time the Transfer Credit Request form is reviewed by the faculty advisor.
"
FACC300,Engineering Economy.,CVEN9701,Engineering Economics and Financial Management,University of New South Wales (UNSW),Australia,Equivalent,9.5 AU shortfall must be made up by another approved course. can be covered by a complementary Group A or Group B course.
FACC300,Engineering Economy.,EC1010,Economy to Business Creation,Monterrey Institute of Technology and Higher Education,Mexico,Expired,Course deals strictly with economics; there is no aspect of “economic assessment of engineering projects.”  
FACC300,Engineering Economy.,EC1020,Micro Economic Incentives and Macro Outcomes,Monterrey Institute of Technology and Higher Education,Mexico,Not Equivalent,
FACC300,Engineering Economy.,ECO1592,Science economique pour ingenieurs,University of Ottawa,Canada,Expired,AU shortfall: ENG students are required to make up the AU shortfall with extra AUs in the Complementary Studies category
FACC300,Engineering Economy.,ECON0055,Economics of Science,University College London (UCL) - University of London,"England, UK",Expired,
FACC300,Engineering Economy.,ECONOM09273,Economy and Business Administration,University of Navarra,Spain,Not Equivalent,
FACC300,Engineering Economy.,ECOR3800,Engineering Economics,Carleton University,Canada,Expired,Shortfall of 9.5 AUs must be made up by extra approved course or from surplus AUs from another approved course.
FACC300,Engineering Economy.,EET484,Engineering Economics,University of Maine,USA,Expired,Does not match the course content for FACC 300
FACC300,Engineering Economy.,ENGG3240,Engineering Economics,University of Guelph,Canada,Not Equivalent,This is an online course and we do not accept fully online for Engineering courses
FACC300,Engineering Economy.,ENGM90011,Economic Analysis for Engineers,University of Melbourne,Australia,Expired,
FACC300,Engineering Economy.,ENGN3016,Engineering Economy,Dalhousie University,Canada,Expired,
FACC300,Engineering Economy.,ENGR301,Engineering Management Principles and Economics,Concordia University,Canada,Equivalent,3.5 AU shortfall must be made up by surplus of AUs from another approved course 
FACC300,Engineering Economy.,ENGR301,Engineering Management Principles and Economics,Concordia University,Canada,Expired,Equivalent for incoming transfer students. All other students must take this at McGill.
FACC300,Engineering Economy.,ENGR345,Engineering Economy,The American University in Cairo,Egypt,Expired,
FACC300,Engineering Economy.,ENGR390,Engineering Economy,Oregon State University,USA,Expired,12.5 AU shortfall must be made up by another approved course or from surplus AUs from another approved course. 
FACC300,Engineering Economy.,ENV471,Environmental economics,École Polytechnique Fédérale de Lausanne,Switzerland,Not Equivalent,
FACC300,Engineering Economy.,EST392,Engineering and Managerial Economics,Stony Brook University,USA,Expired,"Please note that we cannot count optional tutorials. Therefore, this course has 36 AUs. ENG. students must take an extra approved CS course to make up shortfall or from surplus from other CS approved course. "
FACC300,Engineering Economy.,FEC772,Analyse financière en ingénierie,Universite de Sherbrooke,Canada,Not Equivalent,
FACC300,Engineering Economy.,FIN429,Sustainable & entrepreneurial finance,École Polytechnique Fédérale de Lausanne,Switzerland,Not Equivalent,
FACC300,Engineering Economy.,GE403,Engineering Economy,King Saud University,Saudi Arabia,Expired,"Engineering Students: AU calculation will be assessed at the time the Transfer Credit Request form (with a detailed course outline that includes the number of lecture, lab and tutorial hours) is reviewed by the departmental and faculty advisor."
FACC300,Engineering Economy.,GENTECH2EE3,ENGINEERING ECONOMICS,McMaster University,Canada,Expired,"Only in-person course sections are approved. For ENG students: Please note that this course has a shortfall in accreditation units (AUs). Therefore, an extra Complementary Studies course or extra AUs from a Complementary Studies course will be needed to make up for the AU shortfall."
FACC300,Engineering Economy.,GIA410,Gestion et économie des projets d’ingénierie,École de Technologie Supérieure (ETS),Canada,Expired,
FACC300,Engineering Economy.,GSOE9830,Economic Decision Analysis in Engineering,University of New South Wales (UNSW),Australia,Equivalent,23.5 AU shortfall must be made up by an extra complementary Group A or B course
FACC300,Engineering Economy.,IE2111,Industrial & Systems Engrg Principles & Practice II,National University of Singapore,Singapore,Equivalent,6.5 AU shortfall must be made up by surplus of AUs from another approved course or another extra course.
FACC300,Engineering Economy.,IE2140,Engineering Economy,National University of Singapore,Singapore,Expired,
FACC300,Engineering Economy.,IE341,Engineering Economics,Jordan University of Science and Technology,Jordan,Expired,"Course content is equivalent, however, there is a significant shortfall of accreditation units (-15.5 AUs). An additional Complementary Studies (CS) course has to be taken to make up for this AU shortfall."
FACC300,Engineering Economy.,IEM3001,Engineering Economy,National Yunlin University of Science and Technology,Taiwan,Expired,
FACC300,Engineering Economy.,IENG2005,Engineering Economics,Dalhousie University,Canada,Expired,
FACC300,Engineering Economy.,IMSE3115,Engineering economics and finance,The University of Hong Kong (HKU),"Hong Kong, SAR",Not Equivalent,
FACC300,Engineering Economy.,IMSE4110,Financial engineering,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
FACC300,Engineering Economy.,INDE301,Engineering Economy,American University of Beirut,Lebanon,Expired,Note: ENG students must make up 5.5 AU shortfall by taking another approved course or a course with sufficient AU surplus from the correct AU category of CS - Complimentary Studies. 
FACC300,Engineering Economy.,ISE211,Engineering Economics,State University of New York at Binghamton,USA,Equivalent,3.5 AU Shortfall must be made up by excess of AUs from another approved course.
FACC300,Engineering Economy.,ISME3115,Engineering Economics and Finance,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
FACC300,Engineering Economy.,KIX2006,Engineering Economics And Management,University of Malaya,Malaysia,Expired,3.5 AU short fall must be made up by another approved course or surplus of AUs from another approved course.
FACC300,Engineering Economy.,MCEL30002,Tools & Techniques for Enterprise,The University of Manchester,"England, UK",Expired,
FACC300,Engineering Economy.,ME212,Procédés de production,École Polytechnique Fédérale de Lausanne,Switzerland,Not Equivalent,
FACC300,Engineering Economy.,MECH0092,Financial Engineering,University College London (UCL) - University of London,"England, UK",Not Equivalent,
FACC300,Engineering Economy.,MECH431,Engineering Economics,University of British Columbia (UBC) - All Campuses,Canada,Expired,
FACC300,Engineering Economy.,MECH496,Engineeing Management,University of British Columbia (UBC) - All Campuses,Canada,Expired,
FACC300,Engineering Economy.,MEEN30140,Professional Engineering (Finance),University College Dublin,Ireland,Expired,Shortfall of 15.5 AUs must be made up by extra approved course or from surplus AUs from another approved course.
FACC300,Engineering Economy.,MGT303,Economics of Innovation,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
FACC300,Engineering Economy.,MMAN4400,Engineering Management,University of New South Wales (UNSW),Australia,Not Equivalent,
FACC300,Engineering Economy.,MSIN0059,Managerial Accounting for Decision Making,University College London (UCL) - University of London,"England, UK",Not Equivalent,
FACC300,Engineering Economy.,NDAB21001U,Macroeconomics B (MakØkB),University of Copenhagen,Denmark,Expired,
FACC300,Engineering Economy.,SDSC3020,Engineering Economics,City University of Hong Kong,"Hong Kong, SAR",Not Equivalent,
FACC300,Engineering Economy.,SEEM6050,Engineering Economic Analysis,City University of Hong Kong,"Hong Kong, SAR",Expired,
FACC300,Engineering Economy.,SSH3201,Économique de l'ingénieur,Polytechnique Montréal,Canada,Expired,
ECSE321,Introduction to Software Engineering.,COMP3297,Software Engineering,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,"For McGill CE and SE students: Core engineering program courses cannot be taken outside of McGill.

For ENG Students: Shortfall of 14.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course."
ECSE321,Introduction to Software Engineering.,INF1995,Projet initial en ingénierie informatique et travail en équipe,Polytechnique Montréal,Canada,Expired,Course content does not sufficiently match that of ECSE 321 
ECSE321,Introduction to Software Engineering.,LIS3062,Software Engineering,University of the Americas Puebla (UDLAP),Mexico,Equivalent,For McGill CE and SE students: Core engineering program courses cannot be taken outside of McGill.
ECSE321,Introduction to Software Engineering.,SEG2505,Introduction au genie logiciel,University of Ottawa,Canada,Expired,Content OK for ECSE 321.  Accreditation units have not been calculated.  
ECSE321,Introduction to Software Engineering.,SOEN341,Software Process,Concordia University,Canada,Expired,
COMP302,Programming Lang & Paradigms,CPSC449,Programming Paradigms,University of Calgary,Canada,Expired,
COMP302,Programming Lang & Paradigms,CS4215,Programming Language Implementation,National University of Singapore,Singapore,Expired,
COMP302,Programming Lang & Paradigms,CS671,Programming Language Concepts and Features,University of New Hampshire,USA,Expired,
COMP302,Programming Lang & Paradigms,INFR09014,Language Semantics and Implementation,The University of Edinburgh,"Scotland, UK",Expired,
COMP302,Programming Languages and Paradigms.,03SM22BIS009,Programming Languages and Paradigms,University of Zurich,Switzerland,Equivalent,"Course is approved, but you must check with your Faculty regarding the transfer of credits."
COMP302,Programming Languages and Paradigms.,201903001,Introduction to Functional Programming,Peking University,China,Expired,
COMP302,Programming Languages and Paradigms.,26MC033010,Programming Languages,Waseda University,Japan,Equivalent,HYBRID: (over 50% on campus).
COMP302,Programming Languages and Paradigms.,5CCS2PLD,Programming Language Design Paradigms,University of London - King's College London,"England, UK",Expired,
COMP302,Programming Languages and Paradigms.,CMP328,Introduction to Programming,University of International Business and Economics (UIBE),China,Expired,course must be taken in person in order to receive credit.
COMP302,Programming Languages and Paradigms.,COMP0020,Functional Programming,University College London (UCL) - University of London,"England, UK",Expired,
COMP302,Programming Languages and Paradigms.,COMP105,Programming Language Paradigms,University of Liverpool,"England, UK",Expired,
COMP302,Programming Languages and Paradigms.,COMP26020,Programming Languages & Paradigms,The University of Manchester,"England, UK",Expired,
COMP302,Programming Languages and Paradigms.,COMP30020,Declarative programming,University of Melbourne,Australia,Expired,
COMP302,Programming Languages and Paradigms.,COMP3021,Programming Language Paradigms,The Hong Kong Polytechnic University,"Hong Kong, SAR",Expired,
COMP302,Programming Languages and Paradigms.,COMP3109,Programming Languages and Paradigms,University of Sydney,Australia,Expired,
COMP302,Programming Languages and Paradigms.,COMP3161,Concepts of Programming Languages,University of New South Wales (UNSW),Australia,Expired,
COMP302,Programming Languages and Paradigms.,COMP3258,Functional Programming,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,
COMP302,Programming Languages and Paradigms.,COMP3259,Principles of Programming Languages,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,
COMP302,Programming Languages and Paradigms.,COMP371,Theory (and Practice) of Programming Languages,Loyola University of Chicago,USA,Expired,
COMP302,Programming Languages and Paradigms.,COMP90048,Declarative Programming,University of Melbourne,Australia,Equivalent,
COMP302,Programming Languages and Paradigms.,COMPSCI61A,The Structure and Interpretation of Computer Programs,University of California - Berkeley,USA,Expired,
COMP302,Programming Languages and Paradigms.,CS036,Programming Language Concepts,Huazhong University of Science and Technology,China,Expired,"Note this course is less focused on functional programming than COMP 302.

This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit."
COMP302,Programming Languages and Paradigms.,CS210,Functional Programming,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
COMP302,Programming Languages and Paradigms.,CS2104,Programming Language Concepts,National University of Singapore,Singapore,Expired,
COMP302,Programming Languages and Paradigms.,CS4215X,Programming Language Implementation,National University of Singapore,Singapore,Expired,
COMP302,Programming Languages and Paradigms.,CS452,Foundations of software,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
COMP302,Programming Languages and Paradigms.,CS51,Introduction to Computer Science II,Harvard University (ALL SCHOOLS AND COLLEGES),USA,Expired,course is approved as long as it is taken on campus in a classroom (not online)
COMP302,Programming Languages and Paradigms.,CS61A,The Structure and Interpretation of Computer Programs,University of California - Berkeley,USA,Expired,You must take the course in-person to receive credit.
COMP302,Programming Languages and Paradigms.,CSC324H1,Principles of Programming Languages,University of Toronto,Canada,Equivalent,course must be taken in person.
COMP302,Programming Languages and Paradigms.,CSE130,Programming Languages and Paradigms,University of California - San Diego,USA,Expired,You must attend the lectures in person.
COMP302,Programming Languages and Paradigms.,CSE340,Principles of Programming Languages,Arizona State University,USA,Expired,ONLINE course (Summer 2024). Contact your Faculty/Student Affairs Office to determine if credit will be given.
COMP302,Programming Languages and Paradigms.,CSE341,Programming Languages,University of Washington,USA,Expired,course must be taken on campus.
COMP302,Programming Languages and Paradigms.,CSI2120,Programming Paradigms,University of Ottawa,Canada,Expired,
COMP302,Programming Languages and Paradigms.,CSI3103,PROGRAMMING LANGUAGE STRUCTURES,Yonsei University,South Korea,Expired,
COMP302,Programming Languages and Paradigms.,CSU34016,INTRODUCTION TO FUNCTIONAL PROGRAMMING,The University of Dublin (Trinity College),Ireland,Equivalent,
COMP302,Programming Languages and Paradigms.,EDAN40,Functional Programming,Lund University (LU),Sweden,Expired,
COMP302,Programming Languages and Paradigms.,ENE4014,Principles of Programming Languages,Hanyang University,South Korea,Expired,
COMP302,Programming Languages and Paradigms.,IFT2035,Concepts des langages de programmation,Universite de Montreal,Canada,Expired,
COMP302,Programming Languages and Paradigms.,IFT3000,Langages de programmation,Université Laval,Canada,Expired,The method of evaluation does not meet the Faculty of Science requirements for an online course.
COMP302,Programming Languages and Paradigms.,INFR10061,Elements of Programming Languages,The University of Edinburgh,"Scotland, UK",Expired,
COMP302,Programming Languages and Paradigms.,LINFO1104,Concepts des langages de programmation,Catholic University of Louvain,Belgium,Expired,
COMP302,Programming Languages and Paradigms.,NDAB16008U,Programming Language Design,University of Copenhagen,Denmark,Expired,
COMP302,Programming Languages and Paradigms.,NPRG005,Non-procedural Programming,Charles University in Prague,Czech Republic,Expired,I have accepted this as equivalent in spite of there being significant differences. However there seems to be enough overlap to consider them roughly equivalent
ECSE324,Computer Organization.,COEN311,Computer Organization and Software,Concordia University,Canada,Expired,"For ENG Students: Shortfall of 12.0 AUs must be made up by extra approved TC or from surplus AUs from another approved course.

For ECSE students: This equivalency can be used only by students transferring from another university to McGill. All core program must be taken at McGill."
ECSE324,Computer Organization.,COMP228,System Hardware,Concordia University,Canada,Expired,"Equivalent to ECSE 324, Computer Organization.  AUs have not been considered. 

This equivalency is NOT valid for the EE, CE or SE programs."
ECSE324,Computer Organization.,COMPENG2DX4,Microprocessor Systems Project,McMaster University,Canada,Expired,"For McGill EE, CE and SE students: This equivalency can be used only by students transferring from another university to McGill. All core program must be taken at McGill.

For ENG Students: Shortfall of 18.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course."
ECSE324,Computer Organization.,COMPSCI4007,Computer Architecture,The University of Glasgow,"Scotland, UK",Expired,
ECSE324,Computer Organization.,COS250,Computer Organization,University of Southern Maine,USA,Expired,
ECSE324,Computer Organization.,EE2004,Microcomputer System,City University of Hong Kong,"Hong Kong, SAR",Equivalent,"For ENG Students: Shortfall of 18.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course. For McGill EE, CE and SE students: Core engineering program courses cannot be taken outside of McGill."
ECSE427,Operating Systems,COMP3230,Principles of Operating Systems,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
ECSE427,Operating Systems.,COMP2432,Operating Systems,The Hong Kong Polytechnic University,"Hong Kong, SAR",Equivalent,
ECSE427,Operating Systems.,COMP30023,Computer Systems,University of Melbourne,Australia,Expired,"For McGill CE and SE students: Core engineering program courses cannot be taken outside of McGill.

For ENG Students: Shortfall of 9.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course."
ECSE427,Operating Systems.,CS2106,INTRODUCTION TO OPERATING SYSTEMS,National University of Singapore,Singapore,Equivalent,For ENG Students: Shortfall of 9.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE427,Operating Systems.,CS3103,Operating Systems,City University of Hong Kong,"Hong Kong, SAR",Equivalent,For ENG Students: Shortfall of 2.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE427,Operating Systems.,CS350,Operating Systems,University of Waterloo,Canada,Expired,For ENG students: Shortfall of 11.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE427,Operating Systems.,CSC227,Operating Systems,King Saud University,Saudi Arabia,Expired,
ECSE427,Operating Systems.,CSCI3150,Introduction to Operating Systems,The Chinese University of Hong Kong,"Hong Kong, SAR",Equivalent,
ECSE427,Operating Systems.,EIE3343,Computer Systems Principles,The Hong Kong Polytechnic University,"Hong Kong, SAR",Expired,"For ENG Students: Shortfall of 14.0 AUs must be made up by extra approved TC or from surplus AUs from another approved course.

For McGill EE, CE and SE students: Core engineering program courses cannot be taken outside of McGill."
ECSE427,Operating Systems.,VE482,Operating System,Shanghai Jiao Tong University,China,Expired,For ENG Students: Shortfall of 0.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course.
ECSE428,Software Engineering Practice,COMPSCI3006,Software Engineering and Project,The University of Adelaide,Australia,Expired,For students in ECE: Core course for SE program. Valid as a TC for CE program. Not open to EE and Honours programs. AUs Host/McGill: 41.5/45.5. An additional course is required to make up for the shortfall of AUs
ECSE428,Software Engineering Practice.,LIS4072,Design and Management of Systems,University of the Americas Puebla (UDLAP),Mexico,Equivalent,
ECSE428,Software Engineering Practice.,SOEN6011,Software Engineering Processes,Concordia University,Canada,Expired,
COMP360,Algorithm Design,COMPSCI3301,Advanced Algorithms,The University of Adelaide,Australia,Expired,
COMP360,Algorithm Design,CSC373H1,Algorithm Design and Analysis,University of Toronto,Canada,Expired,
COMP360,Algorithm Design.,1532,Análisis de Algoritmos,National Autonomous University of Mexico,Mexico,Expired,
COMP360,Algorithm Design.,4190407,Algorithms,Seoul National University,South Korea,Expired,
COMP360,Algorithm Design.,900161,"Logic, Information Flow and Argumentation",Amsterdam University College,Netherlands,Expired,Try the Philosophy Department
COMP360,Algorithm Design.,CMPT405,Design and Analysis of Computer Algorithms,Simon Fraser University,Canada,Expired,
COMP360,Algorithm Design.,CMSC451,Design and Analysis of Computer Algorithms,University of Maryland College Park,USA,Expired,
COMP360,Algorithm Design.,COMP2007,Algorithms and Complexity,University of Sydney,Australia,Expired,
COMP360,Algorithm Design.,COMP3250A,Design and Analysis of Algorithms,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
COMP360,Algorithm Design.,COMP3251,Algorithm Design,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,Course must be taken in person in order to receive credit.
COMP360,Algorithm Design.,COMP372,Design and Analysis of Algorithms,Athabasca University,Canada,Expired,this is an online course and is not approved for credit.
COMP360,Algorithm Design.,COMP400,Algorithm Design,Central China Normal University (CCNU),China,Expired,This course must be taken in-person.  Online version of this course is not approved for credit.
COMP360,Algorithm Design.,COMP465,Design and Analysis of Algorithms,Concordia University,Canada,Expired,
COMP360,Algorithm Design.,COMP90038,Algorithms and complexity,University of Melbourne,Australia,Equivalent,
COMP360,Algorithm Design.,COMPSCI4009,Algorithmics I (H),The University of Glasgow,"Scotland, UK",Equivalent,
COMP360,Algorithm Design.,CPP31,Data Structures and Algorithms 2,East China Normal University,China,Expired,Course must be taken in person in order to receive credits.
COMP360,Algorithm Design.,CPSC320,CPSC 320 Intermediate Algorithm Design and Analysis,University of British Columbia (UBC) - All Campuses,Canada,Expired,
COMP360,Algorithm Design.,CS306,Algorithm Design,Nanchang University,China,Expired,
COMP360,Algorithm Design.,CS306,Algorithm Design and Analysis,Nankai University,China,Expired,This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.
COMP360,Algorithm Design.,CS3230,Design and Analysis of Algorithms,National University of Singapore,Singapore,Equivalent,
COMP360,Algorithm Design.,CS420,Algorithm Design,Beijing Normal University,China,Expired,
COMP360,Algorithm Design.,CSC373,Algorithm Design & Analysis,University of Toronto,Canada,Expired,
COMP360,Algorithm Design.,CSE101,Design & Analysis of Algorithm,University of California - San Diego,USA,Expired,Course must be taken in person.
COMP360,Algorithm Design.,CSOR4231,Analysis of Algorithms I,Columbia University,USA,Expired,This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.
COMP360,Algorithm Design.,IN2004,Efficient Algorithms and Data Structures II,Munich University of Technology,Germany,Expired,
COMP360,Algorithm Design.,INF4705,Analyse et conception d'algorithmes,Polytechnique Montréal,Canada,Expired,
COMP360,Algorithm Design.,INFR11102,Computational complexity,The University of Edinburgh,"Scotland, UK",Expired,
COMP360,Algorithm Design.,SC4040,Advanced Topics in Algoithms,Nanyang Technological University,Singapore,Equivalent,
COMP360,Algorithm Design.,WBCS00905,Advanced Algorithms and Data Structures,University of Groningen,Netherlands,Expired,
ECSE326,Software Requirements Engineering.,03SM22BMI003,Requirements Engineering I,University of Zurich,Switzerland,Equivalent,For ENG Students: Shortfall of 27.5 AUs must be made up by extra approved TC or from surplus AUs from another approved course. For McGill SE students: This core engineering program course cannot be taken outside of McGill.
ECSE326,Software Requirements Engineering.,CS3347,Software Engineering Principles and Practice,City University of Hong Kong,"Hong Kong, SAR",Expired,
